file,action,doc_type,product,asset_type,manufacturer,title,pages,confidence,source,notes
140065A-Technical-Drawing-and-Specs.pdf,leave,drawing,140065,drawing,,Elevation Drawing,1,0.0,llm,
140065OUA-Technical-Drawing-and-Specs.pdf,rebrand,spec sheet,140065OU,spec-sheet,,1400 Series Mailbox Spec Sheet,1,1.0,llm,
140065PLA-Technical-Drawing-and-Specs.pdf,leave,drawing,140065PL,drawing,,Elevation Drawing,1,0.5,llm,
140073A-Technical-Drawing-and-Specs.pdf,leave,drawing,140073,drawing,,Drawing,1,0.0,llm,
140074A-Technical-Drawing-and-Specs.pdf,leave,drawing,140074,drawing,,Elevation Drawing,1,0.5,llm,
140074DA-Technical-Drawing-and-Specs.pdf,leave,drawing,140074D,drawing,,1400 Series Mailbox Elevation,1,0.5,llm,
140074PLA-Technical-Drawing-and-Specs.pdf,leave,drawing,140074PL,drawing,,1400 Series Mailbox Elevation,1,1.0,llm,
140075A-Technical-Drawing-and-Specs.pdf,leave,drawing,140075,drawing,,Drawing No. WEB-1934,1,0.0,llm,
140075OUA-Technical-Drawing-and-Specs.pdf,leave,drawing,140075OU,drawing,,Elevation Drawing,1,0.0,llm,
140075PLA-Technical-Drawing-and-Specs.pdf,leave,drawing,140075PL,drawing,,Elevation Drawing,1,0.0,llm,
1565-HSCBU-Install.pdf,rebrand,installation guide,92-94 Rev A,installation-guide,Florence Company,Installation Manual for AF Part # 92-94 Rev A,10,0.9,llm,
1570-12-BM.pdf,rebrand,installation guide,A1570-12,installation-guide,WebLife Stores LLC,Cluster Box Unit Installation Guide,1,1.0,llm,
1570-12-bm_1_1.pdf,rebrand,installation guide,A1570-12,installation-guide,WebLife Stores LLC,Cluster Box Unit Installation Guide,1,1.0,llm,
1570-12-cbu-florence-cut-sheet.pdf,leave,(no text),1570 12 cbu florence cut sheet,document,,1570 12 Cbu Florence Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
1570-12-cbu-florence-cut-sheet_1.pdf,leave,(no text),1570 12 cbu florence cut sheet 1,document,,1570 12 Cbu Florence Cut Sheet 1,1,0.0,fallback,no extractable text — review (may need OCR)
1570-12-v2-cut-sheet.pdf,rebrand,spec sheet,1570-12V2,spec-sheet,,Cluster Box Unit Spec Sheet,1,1.0,llm,
1570-12v-cut-sheet.pdf,rebrand,spec sheet,1570-12V,spec-sheet,,Cluster Box Unit Spec Sheet,1,1.0,llm,
1570-13-BM.pdf,rebrand,installation guide,A1570-13,installation-guide,WebLife Stores LLC,Cluster Box Unit Installation Guide,1,1.0,llm,
1570-13-bm_1_1.pdf,rebrand,installation guide,A1570-13,installation-guide,WebLife Stores LLC,Cluster Box Unit Installation Guide,1,1.0,llm,
1570-13-cut-sheet_1.pdf,leave,(no text),1570 13 cut sheet 1,document,,1570 13 Cut Sheet 1,1,0.0,fallback,no extractable text — review (may need OCR)
1570-13-cut-sheet_2.pdf,leave,(no text),1570 13 cut sheet 2,document,,1570 13 Cut Sheet 2,1,0.0,fallback,no extractable text — review (may need OCR)
1570-13-v2-cut-sheet.pdf,rebrand,spec sheet,1570-13V2,spec-sheet,,Cluster Box Unit Spec Sheet,1,1.0,llm,
1570-13v_cut_sheet.pdf,rebrand,spec sheet,1570-13V,spec-sheet,,Cluster Box Unit Spec Sheet,1,1.0,llm,
1570-16-BM.pdf,rebrand,installation guide,Cluster Box Unit - Type III,installation-guide,WebLife Stores LLC,Cluster Box Unit Installation Guide,1,0.9,llm,
1570-16-bm_1_1.pdf,rebrand,installation guide,Cluster Box Unit - Type III,installation-guide,WebLife Stores LLC,Cluster Box Unit Installation Guide,1,1.0,llm,
1570-16-cbu-florence-cut-sheet.pdf,leave,(no text),1570 16 cbu florence cut sheet,document,,1570 16 Cbu Florence Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
1570-16-cbu-florence-cut-sheet_1.pdf,leave,(no text),1570 16 cbu florence cut sheet 1,document,,1570 16 Cbu Florence Cut Sheet 1,1,0.0,fallback,no extractable text — review (may need OCR)
1570-16-v2-cut-sheet.pdf,rebrand,spec sheet,1570-16V2,spec-sheet,,Cluster Box Unit Spec Sheet,1,1.0,llm,
1570-16v-cut-sheet_1.pdf,leave,drawing,1570-16V,drawing,,Elevation and Door Sizes for 1570-16V Cluster Box Unit,1,1.0,llm,
1570-4T5-BM.pdf,leave,drawing,AFD1570-4T5CS,drawing,WebLife Stores LLC,Cluster Box Unit - Type V,1,1.0,llm,
1570-4t5-cbu-florence-cut-sheet.pdf,leave,(no text),1570 4t5 cbu florence cut sheet,document,,1570 4T5 Cbu Florence Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
1570-4t5-cbu-florence-cut-sheet_1.pdf,leave,(no text),1570 4t5 cbu florence cut sheet 1,document,,1570 4T5 Cbu Florence Cut Sheet 1,1,0.0,fallback,no extractable text — review (may need OCR)
1570-4t5-v2-cut-sheet.pdf,rebrand,spec sheet,1570-4T5V2,spec-sheet,,Cluster Box Unit Spec Sheet,1,1.0,llm,
1570-4t5v-cut-sheet.pdf,rebrand,spec sheet,1570-4T5V,spec-sheet,,Cluster Box Unit Spec Sheet,1,1.0,llm,
1570-8-BM.pdf,rebrand,spec sheet,A1570-8,spec-sheet,WebLife Stores LLC,Cluster Box Unit - Type I,1,1.0,llm,
1570-8-bm_1.pdf,rebrand,spec sheet,A1570-8,spec-sheet,WebLife Stores LLC,Cluster Box Unit - Type I,1,1.0,llm,
1570-8-cbu-florence-cut-sheet.pdf,leave,(no text),1570 8 cbu florence cut sheet,document,,1570 8 Cbu Florence Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
1570-8-cbu-florence-cut-sheet_1.pdf,leave,(no text),1570 8 cbu florence cut sheet 1,document,,1570 8 Cbu Florence Cut Sheet 1,1,0.0,fallback,no extractable text — review (may need OCR)
1570-8-v2-cut-sheet.pdf,rebrand,spec sheet,1570-8V2,spec-sheet,,Cluster Box Unit Spec Sheet,1,1.0,llm,
1570-8T6-BM.pdf,rebrand,installation guide,Cluster Box Unit - Type VI,installation-guide,WebLife Stores LLC,Cluster Box Unit Installation Guide,1,1.0,llm,
1570-8t6-cbu-florence-cut-sheet.pdf,leave,(no text),1570 8t6 cbu florence cut sheet,document,,1570 8T6 Cbu Florence Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
1570-8t6-v2-cut-sheet.pdf,rebrand,spec sheet,1570-8T6V2,spec-sheet,,Cluster Box Unit Spec Sheet,1,1.0,llm,
1570-8t6v-cut-sheet_1.pdf,rebrand,spec sheet,1570-8T6V,spec-sheet,,Cluster Box Unit Spec Sheet,1,1.0,llm,
1570-8v-cut-sheet_2.pdf,rebrand,spec sheet,1570-8V,spec-sheet,,Cluster Box Unit Spec Sheet,1,1.0,llm,
1570-cbu-installation-manual.pdf,rebrand,installation manual,1570 “F” Series,installation-guide,Florence Mailboxes,Getting Started with Your CBU,16,1.0,llm,
1570-cbu-installation-manual_1.pdf,rebrand,installation guide,1570 “F” Series,installation-guide,Florence Mailboxes,Installation Manual All Types - 1570 “F” Series 91 194 Rev H,16,1.0,llm,
1570-cbu-installation-manual_2.pdf,rebrand,installation manual,1570 “F” Series,installation-guide,Florence Mailboxes,Getting Started with Your CBU,16,1.0,llm,
1570-fcbu-installation-instructions.pdf,rebrand,installation guide,1570 F Series,installation-guide,,Installation Manual All Types - 1570 F Series,16,1.0,llm,
1570_FCBU_Installation_Instructions.pdf,rebrand,installation manual,1570 “F” Series,installation-guide,Florence Mailboxes,Installation Manual All Types - 1570 “F” Series,16,1.0,llm,
1590-opl-installation-manual_1.pdf,rebrand,installation guide,1590 Series,installation-guide,Florencemailboxes.com,Installation Manual All Types - 1590 Series,17,1.0,llm,
1590-opl-installation-manual_2.pdf,rebrand,installation manual,1590 Series,installation-guide,Florencemailboxes.com,Installation Manual All Types - 1590 Series,17,1.0,llm,
1590-opl-installation-manual_3.pdf,rebrand,installation guide,1590 Series,installation-guide,Florencemailboxes.com,Installation Manual All Types - 1590 Series,17,1.0,llm,
1590-t1-v-cut-sheet.pdf,rebrand,cutsheet,1590-T1V,product-cutsheet,,Product Cutsheet for 1590-T1V,1,1.0,llm,
1590-t1-v2-cut-sheet.pdf,rebrand,installation guide,1590-T1V2,installation-guide,,Cluster Box Unit Installation Guide,1,0.8,llm,
1590-T1CS-tech-drawing.pdf,leave,(no text),1590 T1CS tech drawing,document,,1590 T1Cs Tech Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
1590-T1V-Installation-instructions.pdf,rebrand,installation guide,1590 Series,installation-guide,Florencemailboxes.com,Installation Manual All Types - 1590 Series,18,1.0,llm,
1590-T1V-Spec-Sheet.pdf,rebrand,cutsheet,1590-T1V,product-cutsheet,,Product Cutsheet for 1590-T1V,1,1.0,llm,
1590-t1_cbu_florence_cut_sheet.pdf,leave,(no text),1590 t1 cbu florence cut sheet,document,,1590 T1 Cbu Florence Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
1590-t2-cut-sheet.pdf,leave,(no text),1590 t2 cut sheet,document,,1590 T2 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
1590-t2-v-cut-sheet.pdf,rebrand,installation guide,1590-T2V,installation-guide,,Cluster Box Unit Installation Guide,1,1.0,llm,
1590-t2-v2-cut-sheet.pdf,rebrand,cutsheet,1590-T2V2,drawing,,Cluster Box Unit Cutsheet,1,0.8,llm,
1590-T2CS-tech-drawing.pdf,leave,(no text),1590 T2CS tech drawing,document,,1590 T2Cs Tech Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
1590T1V2-Installation-instruction.pdf,rebrand,installation guide,1590 Series,installation-guide,Florencemailboxes.com,Installation Manual All Types - 1590 Series,18,1.0,llm,
1590T1V2-Spec-sheet.pdf,rebrand,installation guide,1590-T1V2,installation-guide,,Cluster Box Unit Installation Guide,1,0.8,llm,
1590T2V-Installation-Instructions.pdf,rebrand,installation guide,1590 Series,installation-guide,Florencemailboxes.com,Installation Manual All Types - 1590 Series,18,1.0,llm,
1590T2V-spec-Sheet.pdf,rebrand,installation guide,1590-T2V,installation-guide,,Cluster Box Unit Installation Guide,1,1.0,llm,
1590T2V2-Spec-Sheet.pdf,rebrand,installation guide,1590-T2V2,installation-guide,,Cluster Box Unit Installation Guide,1,0.8,llm,
1590_OPL_Installation_Instructions.pdf,rebrand,installation guide,1590 Series,installation-guide,Florencemailboxes.com,Installation Manual All Types - 1590 Series,18,1.0,llm,
160073_technical_drawing_and_specs.pdf,leave,drawing,160073,drawing,,Mailbox Drawing,1,0.0,llm,
160074-technical_drawing_and_specs.pdf,leave,drawing,160074,drawing,,Drawing 160074,1,0.0,llm,
160075-technical_drawing_and_specs.pdf,leave,drawing,160075,drawing,,Mailbox Drawing,1,0.0,llm,
160076-technical_drawing_and_specs.pdf,leave,drawing,160076,drawing,,Mailbox Drawing,1,0.0,llm,
160083-technical_drawing_and_specs.pdf,leave,drawing,160083,drawing,,160083 Side View Configuration Details,1,0.0,llm,
160084-technical_drawing_and_specs.pdf,leave,drawing,160084,drawing,,Elevation Drawing,1,0.0,llm,
160085-technical_drawing_and_specs.pdf,leave,drawing,160085,drawing,,1600 Series Mailbox Elevation,1,1.0,llm,
160086-technical_drawing_and_specs.pdf,leave,drawing,160086,drawing,,Elevation Drawing,1,0.0,llm,
160093-technical_drawing_and_specs.pdf,leave,drawing,160093,drawing,,Drawing 160093,1,0.5,llm,
160094-technical_drawing_and_specs.pdf,leave,drawing,160094,drawing,,Mailbox Drawing,1,0.0,llm,
160095-technical_drawing_and_specs.pdf,leave,drawing,160095,drawing,,Elevation Drawing,1,0.5,llm,
160096-technical_drawing_and_specs.pdf,leave,drawing,160096,drawing,,Elevation Drawing,1,0.5,llm,
2011Speclitecatalog1.pdf,leave,history,,history,"Special Lite Products Company, Inc.",Our Story,88,1.0,llm,
206550INS-1400.pdf,leave,(no text),206550INS 1400,document,,206550Ins 1400,1,0.0,fallback,no extractable text — review (may need OCR)
206550INS-1600.pdf,leave,(no text),206550INS 1600,document,,206550Ins 1600,1,0.0,fallback,no extractable text — review (may need OCR)
206550INS-CBU-4C.pdf,leave,(no text),206550INS CBU 4C,document,,206550Ins Cbu 4C,1,0.0,fallback,no extractable text — review (may need OCR)
206550INS-VERTICAL.pdf,leave,(no text),206550INS VERTICAL,document,,206550Ins Vertical,1,0.0,fallback,no extractable text — review (may need OCR)
2417_installation_instructions.pdf,rebrand,installation guide,2417,mounting-instructions,"Architectural Mailboxes, LLC",Mounting Instructions for Wall Mount Mailbox | Model 2417,2,1.0,llm,
2507_wallmount_regent_na_document_installationinstructions_1__1.pdf,rebrand,installation guide,Model 2507,mounting-instructions,"Architectural Mailboxes, LLC",Wall Mount Mailbox Installation Instructions,2,0.9,llm,
2550_installation_instructions.pdf,rebrand,installation guide,Wall Mount Mailbox | Model 2550,mounting-instructions,"Architectural Mailboxes, LLC",Mounting Instructions for Wall Mount Mailbox | Model 2550,2,1.0,llm,
2562_installation_instructions.pdf,rebrand,installation guide,Wall Mount Mailbox | Model 2562,mounting-instructions,"Architectural Mailboxes, LLC",Mounting Instructions for Wall Mount Mailbox | Model 2562,2,1.0,llm,
2572_installation_instructions.pdf,rebrand,installation guide,2572,mounting-instructions,"Architectural Mailboxes, LLC",Wall Mount Mailbox Installation Instructions,2,0.9,llm,
2576-installation-instructions.pdf,rebrand,installation guide,2576,mounting-instructions,"Architectural Mailboxes, LLC",Wall Mount Mailbox Installation Instructions,2,0.9,llm,
2580-installation-instructions.pdf,rebrand,installation guide,Model 2580,mounting-instructions,"Architectural Mailboxes, LLC",Wall Mount Mailbox Installation Instructions,2,1.0,llm,
2594-installation-instructions.pdf,rebrand,installation guide,Wall Mount Mailbox | Model 2594,mounting-instructions,"Architectural Mailboxes, LLC",Mounting Instructions for Wall Mount Mailbox | Model 2594,2,0.9,llm,
2594-installation-instructions_1.pdf,rebrand,installation guide,Model 2594,mounting-instructions,"Architectural Mailboxes, LLC",Wall Mount Mailbox Installation Instructions,2,0.9,llm,
2596-installation-instructions.pdf,rebrand,installation guide,Wall Mount Mailbox | Model 2596,mounting-instructions,"Architectural Mailboxes, LLC",Mounting Instructions for Wall Mount Mailbox | Model 2596,2,1.0,llm,
2598-installation-instructions.pdf,rebrand,installation guide,Model 2598,mounting-instructions,"Architectural Mailboxes, LLC",Wall Mount Mailbox Installation Instructions,2,0.9,llm,
2682-wall_mount_mailbox.pdf,rebrand,installation guide,2682,mounting-instructions,"Architectural Mailboxes, LLC",Wall Mount Mailbox Installation Instructions,2,0.9,llm,
2B-CE1D-D13P1-01.pdf,rebrand,installation guide,Model XYZ-1234,installation-guide,ABC Inc.,Installing Model XYZ-1234,1,0.9,llm,
2B-CE1D-D16P2-01.pdf,rebrand,installation guide,XYZ1234,installation-guide,ABC Inc.,Installing XYZ1234,1,0.9,llm,
2B-CE1D-D20P2-01.pdf,rebrand,installation guide,XYZ1234,installation-guide,ABC Inc.,Installing XYZ1234,1,0.9,llm,
2B-CE1S-P2-01.pdf,rebrand,installation guide,Model XYZ-1234,installation-guide,ABC Inc.,Installing Model XYZ-1234,1,0.9,llm,
2B-CE1S-S4P1-01.pdf,rebrand,installation guide,Model XYZ-1234,installation-guide,Acme Inc.,Installing Model XYZ-1234,1,0.9,llm,
2B-CE1S-S6P1-01.pdf,rebrand,installation guide,Model XYZ-1234,installation-guide,ABC Inc.,Installing Model XYZ-1234,1,0.9,llm,
2B-CE1S-S7P1-01.pdf,rebrand,installation guide,XYZ1234,installation-guide,ABC Inc.,Installing XYZ1234,1,0.9,llm,
2B-CE1S-S8-01.pdf,rebrand,installation guide,Model XYZ-1234,installation-guide,ABC Inc.,Installing Model XYZ-1234,1,0.9,llm,
2B-CE1S-S9P1-01.pdf,rebrand,installation guide,Model XYZ-1234,installation-guide,ABC Inc.,Installing Model XYZ-1234,1,0.9,llm,
2B-CE1S-SD2P1-01.pdf,rebrand,installation guide,Model XYZ123,installation-guide,ABC Inc.,Installing Model XYZ123,1,0.9,llm,
2B-CE1S-SD3-01.pdf,rebrand,installation guide,Model XYZ-1234,installation-guide,ABC Inc.,Installing Model XYZ-1234,1,0.9,llm,
2B-CE1S-SD3P1-01.pdf,rebrand,installation guide,XYZ1234,installation-guide,ABC Inc.,Installing XYZ1234,1,0.9,llm,
2B-CE1S-SD4-01.pdf,rebrand,installation guide,Model XYZ-1234,installation-guide,ABC Inc.,Installing Model XYZ-1234,1,0.9,llm,
2B-Global-Door-ID-System.pdf,rebrand,installation guide,,installation-guide,2B Global,Number Plates for All Door Finishes,5,0.8,llm,
2B-Global-Product-Catalog.pdf,rebrand,installation guide,Model 1234,installation-guide,ABC Inc.,Installing Model 1234,5,0.8,llm,
3-door-drawing-specs.pdf,leave,(no text),3 door drawing specs,document,,3 Door Drawing Specs,1,0.0,fallback,no extractable text — review (may need OCR)
3001-Anchor-Bolt-Specifications.pdf,rebrand,installation guide,3001 Base Type,installation-guide,Got It Wholesale,Recommended Anchor Bolt Specifications for 3001 Base Type,1,0.9,llm,
3001-base-diagram.pdf,leave,(no text),3001 base diagram,document,,3001 Base Diagram,1,0.0,fallback,no extractable text — review (may need OCR)
3001-diagram.pdf,leave,(no text),3001 diagram,document,,3001 Diagram,1,0.0,fallback,no extractable text — review (may need OCR)
3001-package-installation-instructions-updated.pdf,rebrand,installation guide,3001 Street Light Package,installation-guide,Got It Wholesale,Installation Instructions for the 3001 Street Light Package,2,0.9,llm,
3001-package-installation-instructions.pdf,rebrand,installation guide,3001 Street Light Package,installation-guide,Got It Wholesale,Installation Instructions for the 3001 Street Light Package,2,0.9,llm,
30815-lock-change.pdf,rebrand,installation guide,CS5770,installation-guide,Auth-Flourence,Combination Lock Installation Guide,3,1.0,llm,
3500-vertical-mailboxes.pdf,rebrand,installation guide,3500 Series Vertical Mailbox,installation-guide,Salsbury,Vertical Mailboxes – 3500 Series Installation Instructions,1,1.0,llm,
3806s-04-technical-drawing-and-specs.pdf,leave,drawing,,drawing,,Drawing,1,0.0,llm,
4-door-drawing-specs.pdf,leave,(no text),4 door drawing specs,document,,4 Door Drawing Specs,1,0.0,fallback,no extractable text — review (may need OCR)
4001-2-light-distribution.pdf,leave,(no text),4001 2 light distribution,document,,4001 2 Light Distribution,1,0.0,fallback,no extractable text — review (may need OCR)
4001-2b_pole_specs.pdf,leave,(no text),4001 2b pole specs,document,,4001 2B Pole Specs,1,0.0,fallback,no extractable text — review (may need OCR)
4001-diagram.pdf,leave,(no text),4001 diagram,document,,4001 Diagram,1,0.0,fallback,no extractable text — review (may need OCR)
4001-fixture-spec-sheet.pdf,rebrand,specifications,4001-fixture,spec-sheet,Venial Lighting,Fixture Specifications,1,0.9,llm,
4001-light-distribution.pdf,leave,(no text),4001 light distribution,document,,4001 Light Distribution,1,0.0,fallback,no extractable text — review (may need OCR)
4001-Package-installation-instructions.pdf,rebrand,installation guide,4001 Street Light Package,installation-guide,Got It Wholesale,Installation Instructions for the 4001 Street Light Package,2,0.9,llm,
4001-Package-installation-instructions__615c72.pdf,rebrand,installation guide,4001 Street Light Package,installation-guide,,Installation Instructions for the 4001 Street Light Package,2,0.9,llm,
4001_line-drawing.pdf,leave,(no text),4001 line drawing,document,,4001 Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
4002-diagram.pdf,leave,(no text),4002 diagram,document,,4002 Diagram,1,0.0,fallback,no extractable text — review (may need OCR)
4002-fixture-spec-sheet.pdf,rebrand,specifications,4002-fixture,spec-sheet,Venialighting,Fixture Specifications,1,1.0,llm,
4002-light-distribution.pdf,leave,(no text),4002 light distribution,document,,4002 Light Distribution,1,0.0,fallback,no extractable text — review (may need OCR)
4002-package-installation-instructions.pdf,rebrand,installation guide,4002 Street Light Package,installation-guide,,Installing the 4002 Street Light Package,2,0.9,llm,
4002-package-installation-instructions__19e76f.pdf,rebrand,installation guide,4002 Street Light Package,installation-guide,Got It Wholesale,Installation Instructions for the 4002 Street Light Package,2,0.9,llm,
4002_line-drawing.pdf,leave,(no text),4002 line drawing,document,,4002 Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
4003-fixture-spec-sheet.pdf,rebrand,specifications,4003G-TR,spec-sheet,Venial Lighting,4003 Fixture Specifications Additional Options,1,0.9,llm,
4003-light-distribution.pdf,leave,(no text),4003 light distribution,document,,4003 Light Distribution,1,0.0,fallback,no extractable text — review (may need OCR)
4003-package-installation-instructions.pdf,rebrand,installation guide,4003 Street Light Package,installation-guide,,Installing the 4003 Street Light Package,2,0.9,llm,
4003-package-installation-instructions__e758e5.pdf,rebrand,installation guide,4003 Street Light Package,installation-guide,Got It Wholesale,Installation Instructions for the 4003 Street Light Package,2,0.9,llm,
4003_line-drawing.pdf,leave,drawing,,drawing,,Figure 1: Eddy sa9,1,0.0,llm,
4004-fixture-spec-sheet.pdf,rebrand,spec sheet,4004G-TR,spec-sheet,Venial Lighting,Gold Trim (4004G-TR) 4004-fixture Specifications,1,1.0,llm,
4004-light-distribution.pdf,leave,(no text),4004 light distribution,document,,4004 Light Distribution,1,0.0,fallback,no extractable text — review (may need OCR)
4004-package-installation-instructions.pdf,rebrand,installation guide,4004 Street Light Package,installation-guide,,Installing the 4004 Street Light Package,2,0.9,llm,
4004-package-installation-instructions__e59cb4.pdf,rebrand,installation guide,4004 Street Light Package,installation-guide,Got It Wholesale,Installation Instructions for the 4004 Street Light Package,2,0.9,llm,
4004_line-drawing.pdf,rebrand,installation guide,4004,installation-guide,,Eddy Screw Installation Guide,1,0.0,llm,
4005-2-diagram.pdf,leave,(no text),4005 2 diagram,document,,4005 2 Diagram,1,0.0,fallback,no extractable text — review (may need OCR)
4005-2-fixture-spec-sheet.pdf,rebrand,specifications,4005-2-fixture,spec-sheet,Venial Lighting,Fixture Specifications,1,1.0,llm,
4005-2-light-distribution.pdf,leave,(no text),4005 2 light distribution,document,,4005 2 Light Distribution,1,0.0,fallback,no extractable text — review (may need OCR)
4005-2b-package-installation-instructions.pdf,rebrand,installation guide,4005-2B Street Light Package,installation-guide,,Installing the 4005-2B Street Light Package,2,0.9,llm,
4005-2b-package-installation-instructions__6f07da.pdf,rebrand,installation guide,4005-2B Street Light Package,installation-guide,Got It Wholesale,Installation Instructions for the 4005-2B Street Light Package,2,0.9,llm,
4005-2_line-drawing.pdf,leave,(no text),4005 2 line drawing,document,,4005 2 Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
4005-diagram.pdf,leave,(no text),4005 diagram,document,,4005 Diagram,1,0.0,fallback,no extractable text — review (may need OCR)
4005-fixture-spec-sheet.pdf,rebrand,specifications,4005-fixture,spec-sheet,Venial Lighting,4005-Fixture Specifications,1,1.0,llm,
4005-light-distribution.pdf,leave,(no text),4005 light distribution,document,,4005 Light Distribution,1,0.0,fallback,no extractable text — review (may need OCR)
4005_line-drawing.pdf,rebrand,installation guide,Eavth SCREW,installation-guide,,Eavth Screw Installation Guide,1,0.0,llm,
4006-fixture-spec-sheet.pdf,rebrand,specifications,Fixture 4006,specifications,Venialighting,Fixture Specifications,1,1.0,llm,
4006-package-installation-instructions.pdf,rebrand,installation guide,4006 Street Light Package,installation-guide,Got It Wholesale,Installation Instructions for the 4006 Street Light Package,2,0.9,llm,
4006_line-drawing.pdf,leave,(no text),4006 line drawing,document,,4006 Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
4006_pole_specs.pdf,leave,(no text),4006 pole specs,document,,4006 Pole Specs,1,0.0,fallback,no extractable text — review (may need OCR)
4007-2-diagram.pdf,leave,(no text),4007 2 diagram,document,,4007 2 Diagram,1,0.0,fallback,no extractable text — review (may need OCR)
4007-2-fixture-spec-sheet.pdf,rebrand,specifications,4007-2-fixture,spec-sheet,Venial Lighting,Fixture Specifications,1,1.0,llm,
4007-2-light-distribution.pdf,leave,(no text),4007 2 light distribution,document,,4007 2 Light Distribution,1,0.0,fallback,no extractable text — review (may need OCR)
4007-diagram.pdf,leave,(no text),4007 diagram,document,,4007 Diagram,1,0.0,fallback,no extractable text — review (may need OCR)
4007-fixture-spec-sheet.pdf,rebrand,specifications,4007-fixture,spec-sheet,Venial Lighting,4007-Fixture Specifications,1,1.0,llm,
4007-light-distribution.pdf,leave,(no text),4007 light distribution,document,,4007 Light Distribution,1,0.0,fallback,no extractable text — review (may need OCR)
4007-package-installation-instructions.pdf,rebrand,installation guide,4007 Street Light Package,installation-guide,,Installing the 4007 Street Light Package,2,0.9,llm,
4007-package-installation-instructions__06d43f.pdf,rebrand,installation guide,4007 Street Light Package,installation-guide,Got It Wholesale,Installation Instructions for the 4007 Street Light Package,2,0.9,llm,
4007_line-drawing.pdf,leave,(no text),4007 line drawing,document,,4007 Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
4035-4045-mail-slot.pdf,rebrand,installation guide,4035,installation-guide,Salsbury,Mail Slots – Standard Style Installation Instructions,1,0.9,llm,
4B-Standard-Horizontal-Mailboxes.pdf,rebrand,installation guide,4B+ Standard Horizontal Mailboxes,installation-guide,Salsbury,4B+ Standard Horizontal Mailboxes Installation Guide,2,1.0,llm,
4b140052a-technical-drawing-and-specs.pdf,leave,drawing,140052,drawing,,Elevation Drawing,1,0.5,llm,
4b140053a-technical-drawing-and-specs_1.pdf,leave,drawing,140053,drawing,,Elevation Drawing,1,0.5,llm,
4b140054a-technical-drawing-and-specs.pdf,leave,drawing,140054,drawing,,Elevation Drawing,1,0.0,llm,
4b140054da-technical-drawing-and-specs.pdf,leave,drawing,140054D,drawing,,1400 Series Mailbox Elevation,1,1.0,llm,
